Vendor ID	Vendor	Factory ID	Factory Name	Factory Status	Factory Address 1	Factory Address 2	Factory City	Factory State-province	Factory Country	Activity Type	S: Date	Rating	Transparency
887	"BEMAPSI,INC - Dressbarn"	5319	Takson Hue Company Limited	Active	Lot K2 Phu Industrial Zone	Phu Bai Ward	Huing Thuy Town	Thua Thein Hue	Vietnam	Initial AGS Lisa Hou	12/27/2016	C	2
996808	Bernardo Fashions LLC - Dressbarn	3667	Haiyan Honglida Garment Co Ltd	Active	"Dongxi road,Yantong town,Haiyan,Zhejiang"		Haiyan	Zhejiang	China	Follow-up 1 ELEVATE	3/10/2017	C	1
996808	Bernardo Fashions LLC - Dressbarn	3503	Jiaxing Qiselang Garment Co Ltd	Active	"Haiyan Yandong Village, Jiaxing, Zhejiang"		Jiaxing	Zhejiang	China	Annual ELEVATE	1/4/2017	C	2
996808	Bernardo Fashions LLC - Dressbarn	4071	"Zhejiang Huili Garment Joint-Stock Co.,Ltd"	Active	"No,228 West Wai Huan Road"	Jiaxing Port Area	Jiaxing	Zhejiang	China	Annual ELEVATE	6/13/2017	C	1
12005	Bernardo Fashions LLC - Lane Bryant	4336	"Ivory Viet Nam - Thanh Hoa Co.,ltd"	Active	" Zone 1, Hau Loc town, Hau Loc district"		Thanh Hoa Province	Thanh Hoa Province	Vietnam	Annual ELEVATE	8/11/2016	B	1
12005	Bernardo Fashions LLC - Lane Bryant	1833	Jiangsu Guotai Baoma Clothing Co. Ltd	Active	"58, Xihuan Road, Zhangqiao Town"		Changshu	Jiangsu	China	Annual ELEVATE	8/11/2016	C	2
12005	Bernardo Fashions LLC - Lane Bryant	3503	Jiaxing Qiselang Garment Co Ltd	Active	"Haiyan Yandong Village, Jiaxing, Zhejiang"		Jiaxing	Zhejiang	China	Annual ELEVATE	1/4/2017	C	2
12005	Bernardo Fashions LLC - Lane Bryant	5523	RR Leather Products Pvt. Ltd	Active	"No.136, SIDCO Industrial Estate"	Ambattur	Chennai	Tamilnadu	India	Initial ELEVATE	7/24/2017	C	1
12005	Bernardo Fashions LLC - Lane Bryant	4071	"Zhejiang Huili Garment Joint-Stock Co.,Ltd"	Active	"No,228 West Wai Huan Road"	Jiaxing Port Area	Jiaxing	Zhejiang	China	Annual ELEVATE	6/13/2017	C	1
12005	Bernardo Fashions LLC - Lane Bryant	4567	"Zhejiang Stage Leather Apparel Co.,Ltd"	Active	"Jinxi Development Zone, Tang Xi Town Jin Hua Zhe Jiang"		JinHua	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
961	BILA - Dressbarn	3704	M/S Achiever Apparels Pvt Ltd	Active	"A-7, Infocity, Sector -34"		Gurgaon	Haryana	India	Annual ELEVATE	9/12/2016	D	4
91441	Blended Clothing Inc. - Justice	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
91441	Blended Clothing Inc. - Justice	2269	"Ningbo Brother Apparel Co.,Ltd"	Active	"No.20 Yanqu Road,Industrial Park,XiangShan"		Ningbo	Zhejiang	China	Follow-up 1 AGS Lisa Hou	4/11/2017	C	1
91441	Blended Clothing Inc. - Justice	4977	"Phuc Khang Garment Co., Ltd."	Active	"3/39A (Lane 29) Phan Huy Ich, ST, Ward 15"	Tan Bihn District	Ho Chi Minh		Vietnam	Annual ELEVATE	7/31/2017	C	1
91441	Blended Clothing Inc. - Maurices	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
91441	Blended Clothing Inc. - Maurices	2269	"Ningbo Brother Apparel Co.,Ltd"	Active	"No.20 Yanqu Road,Industrial Park,XiangShan"		Ningbo	Zhejiang	China	Follow-up 1 AGS Lisa Hou	4/11/2017	C	1
91441	Blended Clothing Inc. - Maurices	4977	"Phuc Khang Garment Co., Ltd."	Active	"3/39A (Lane 29) Phan Huy Ich, ST, Ward 15"	Tan Bihn District	Ho Chi Minh		Vietnam	Annual ELEVATE	7/31/2017	C	1
996	Bleu Coffee - Dressbarn	4726	Wow-Shine International Trading Limited	Active	"No.125 HuFa Road, NanQiao Town"	FengXian District	Shanghai	Shanghai	China	Initial AGS Lisa Hou	10/27/2015	C	1
161988	Bliss Apparel (AGSHK) 	5513	KG Vina Limited Liability Co.	Active	"Lot CN1, Phuc Tri New Urban Area, Phuc Tri Street"		Ninh Binh		Vietnam	Initial AGS Lisa Hou	7/6/2017	C	1
161988	Bliss Apparel (AGSHK) 	5349	"Unico Global VN Co., Ltd"	Active	"Phu Thuong Hamlet, Tan Dan Commune"	Yen Dung District	Bac Giang		Vietnam	Initial AGS Lisa Hou	3/15/2017	C	1
91438	Bliss Apparel Group Ltd - Lane Bryant	5310	Nantong Kingfield Garment Co Ltd	Active	No. 66 Wenchan Road	Zhou Town	Nantong	Jiangsu	China	Initial ELEVATE	12/28/2016	C	1
165354	Bliss China Direct Ltd.(AGSHK)	5310	Nantong Kingfield Garment Co Ltd	Active	No. 66 Wenchan Road	Zhou Town	Nantong	Jiangsu	China	Initial ELEVATE	12/28/2016	C	1
91400	Bliss Manufacturing Direct Ltd - Lane Bryant	5310	Nantong Kingfield Garment Co Ltd	Active	No. 66 Wenchan Road	Zhou Town	Nantong	Jiangsu	China	Initial ELEVATE	12/28/2016	C	1
985	Blue Planet International - Dressbarn	3757	"Changzhou Xinchao Garment Co., Ltd."	Active	"No. 12 North Yang Road, Tianning Development Zone"		Changzhou	Jiangsu	China	Initial AGS Lisa Hou	5/24/2017	B	1
985	Blue Planet International - Dressbarn	4225	Taizhou Jiali Garments Co. Ltd.	Active	No.50 Taian Road	Hailing Industrial Park	Taizhou	Jiangsu	China	Annual BSI	6/13/2017	~Empty	4
78931	Blue Planet International - Maurices	3757	"Changzhou Xinchao Garment Co., Ltd."	Active	"No. 12 North Yang Road, Tianning Development Zone"		Changzhou	Jiangsu	China	Initial AGS Lisa Hou	5/24/2017	B	1
78931	Blue Planet International - Maurices	4225	Taizhou Jiali Garments Co. Ltd.	Active	No.50 Taian Road	Hailing Industrial Park	Taizhou	Jiangsu	China	Annual BSI	6/13/2017	~Empty	4
154715	Blue Wing International Group Ltd. (AGSSH)	4984	"Nantong Tongzhou District Dual Friends Bedding Co.,Ltd."	Active	No.888 Pinhai Rd	Tongzhou District	Nantong	Jiangsu	China	Annual AGS Lisa Hou	5/9/2017	C	2
12839	Bluprint Clothing Corp - Catherines	5156	California Cutting & Sewing	Active	Priv San Isidro S/N Nave 1	Barrio San Isidro	Santa Ma Zacatepec	"Puebla, Juan C Bonilla"	Mexico	Initial BSI	7/17/2017	~Empty	1
12839	Bluprint Clothing Corp - Catherines	1804	Changshu Tongying Fashion Co.Ltd.	Active	"Shiqiao Village,Meili Town"		Changshu	Jiangsu	China	Annual ELEVATE	6/29/2017	C	1
12839	Bluprint Clothing Corp - Catherines	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
995	Bluprint Clothing Corp - Dressbarn	5156	California Cutting & Sewing	Active	Priv San Isidro S/N Nave 1	Barrio San Isidro	Santa Ma Zacatepec	"Puebla, Juan C Bonilla"	Mexico	Initial BSI	7/17/2017	~Empty	1
995	Bluprint Clothing Corp - Dressbarn	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
995	Bluprint Clothing Corp - Dressbarn	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
91431	Brixon Overseas Limited - Lane Bryant	5444	"Suqian Hongyun Garment Co.,Ltd"	Active	"Minqu(east) Road, Sanchuang Industrial Park, Sucheng Economic Development Zone"		Suqian	Jiangsu	China	Initial ELEVATE	5/16/2017	B	1
91431	Brixon Overseas Limited - Lane Bryant	5320	"Zhangjiagang Great-Tone International Garment Co., Ltd"	Active	"No.26,Zhongxin Rd,"	"Yangshe Town,Zhangjiagang"	Suzhou	Jiangsu	China	Initial BSI	1/9/2017	~Empty	1
91294	Bullboxer USA - Lane Bryant	4795	"Wenzhou Kaishuo Shoes Co., Ltd."	Active	No.288 Yuele west street Whenzhou		Wenzhou	Zhejiang	China	Initial ELEVATE	3/15/2017	C	1
1204	Byer California - Dressbarn	3832	Apple Fashion Co. Ltd	Active	"#9A, Lot 5, TTN 25 Street, Tan Thoi Nhat Ward, District 12"		Ho Chi Minh		Vietnam	Annual ELEVATE	7/11/2017	C	1
1204	Byer California - Dressbarn	5398	Jiaxing To-max Textile Co Ltd	Active	No.826 South of Qing Feng Road	Tongxing Economic Development Zone	Jiaxing	Zhejiang	China	Initial ELEVATE	5/3/2017	C	3
6880	Byer California - Maurices	3832	Apple Fashion Co. Ltd	Active	"#9A, Lot 5, TTN 25 Street, Tan Thoi Nhat Ward, District 12"		Ho Chi Minh		Vietnam	Annual ELEVATE	7/11/2017	C	1
6880	Byer California - Maurices	5398	Jiaxing To-max Textile Co Ltd	Active	No.826 South of Qing Feng Road	Tongxing Economic Development Zone	Jiaxing	Zhejiang	China	Initial ELEVATE	5/3/2017	C	3
3269	"C - QUEST, INC/DBA Ava James - Dressbarn"	5439	"Kunshan Transcend Garment Co., Ltd."	Active	No.18 South Xinxing Road	Economic - technological development area	Kunshan	Jiangsu	China	Initial ELEVATE	5/16/2017	C	2
3269	"C - QUEST, INC/DBA Ava James - Dressbarn"	4720	PT.Doosan Dunia Busana	Active	"Daehan Industrial Estate, Jl.Raya Parungkuda"	"Kp. Sundawenang 13/2 Ds,  Sundawenang Kec. Parungkuda Kab."	Sukabumi		Indonesia	Follow-up 1 ELEVATE	8/31/2016	C	1
3269	"C - QUEST, INC/DBA Ava James - Dressbarn"	5374	Silver Harvest Garment Factory Ltd.	Active	233 Chonghuan East Road	"Shijie Town, Shuinan District"	Dongguan	Guangdong	China	Initial BSI	5/8/2017	~Empty	1
3269	"C - QUEST, INC/DBA Ava James - Dressbarn"	5319	Takson Hue Company Limited	Active	Lot K2 Phu Industrial Zone	Phu Bai Ward	Huing Thuy Town	Thua Thein Hue	Vietnam	Initial AGS Lisa Hou	12/27/2016	C	2
91395	C&E Apparel Inc - Justice	5014	PT. Hansae Ace Apparel	Active	JL. Raya Kaligawe KM 5-6	Trimulyo Genuk Blok A/1	Semarang	Central Java	Indonesia	Initial ELEVATE	6/7/2016	D	4
91395	C&E Apparel Inc - Justice	4659	PT. YH Star Dua	Active	Kmp.Sundawenang RT 30/12	Ds.Sundawenang Kec. Parungkuda	Sukabumi	Jawa Barat	Indonesia	Annual ELEVATE	8/3/2016	C	2
91395	C&E Apparel Inc - Justice	5444	"Suqian Hongyun Garment Co.,Ltd"	Active	"Minqu(east) Road, Sanchuang Industrial Park, Sucheng Economic Development Zone"		Suqian	Jiangsu	China	Initial ELEVATE	5/16/2017	B	1
151891	C&E Apparel Inc - Maurices	5014	PT. Hansae Ace Apparel	Active	JL. Raya Kaligawe KM 5-6	Trimulyo Genuk Blok A/1	Semarang	Central Java	Indonesia	Initial ELEVATE	6/7/2016	D	4
151891	C&E Apparel Inc - Maurices	4659	PT. YH Star Dua	Active	Kmp.Sundawenang RT 30/12	Ds.Sundawenang Kec. Parungkuda	Sukabumi	Jawa Barat	Indonesia	Annual ELEVATE	8/3/2016	C	2
151891	C&E Apparel Inc - Maurices	5444	"Suqian Hongyun Garment Co.,Ltd"	Active	"Minqu(east) Road, Sanchuang Industrial Park, Sucheng Economic Development Zone"		Suqian	Jiangsu	China	Initial ELEVATE	5/16/2017	B	1
1592	Capelli New York - Dressbarn	1735	GMA Shanghai Factory Co Ltd	Active	"NO. 333 Zhengxia Road, Liantang Industrial Zone, Qingpu District"		Quingpu	Shanghai	China	Annual ELEVATE	6/22/2017	C	1
1592	Capelli New York - Dressbarn	1648	Quanzhou Berytos Shoes Co. Ltd	Active	Tangxi Industrial Zone	Wan 'An Luojiang District	Quanzhou	Fujian	China	Annual ELEVATE	8/9/2016	B	1
1592	Capelli New York - Dressbarn	5292	"YiWu Cap Jewels Co.,LTD"	Active	"NO. 189 Wulian Rd,Gutang Industrial Zone"	"Yiting Town,"	YiWu	Zhejiang	China	Initial ELEVATE	12/1/2016	D	4
1592	Capelli New York - Dressbarn	2067	Zhaoqing Master Fashion Accessories Co. Ltd	Active	"Block A2, No. 1 Industry Park"	"Mingying Industrial Zone, Lianhua Town, Dinghu District"	Zhaoqing	Guangdong	China	Initial ELEVATE	3/22/2017	C	1
231	Capelli New York - Justice	5292	"YiWu Cap Jewels Co.,LTD"	Active	"NO. 189 Wulian Rd,Gutang Industrial Zone"	"Yiting Town,"	YiWu	Zhejiang	China	Initial ELEVATE	12/1/2016	D	4
231	Capelli New York - Justice	2067	Zhaoqing Master Fashion Accessories Co. Ltd	Active	"Block A2, No. 1 Industry Park"	"Mingying Industrial Zone, Lianhua Town, Dinghu District"	Zhaoqing	Guangdong	China	Initial ELEVATE	3/22/2017	C	1
7423	Capelli New York - Maurices	1735	GMA Shanghai Factory Co Ltd	Active	"NO. 333 Zhengxia Road, Liantang Industrial Zone, Qingpu District"		Quingpu	Shanghai	China	Annual ELEVATE	6/22/2017	C	1
7423	Capelli New York - Maurices	5435	"Shanghai Guanjisen Accessories Co.,LTD"	Active	"Building 12,No.599 Kunshan Town Center Road"	Songjiang district	Shanghai	Shanghai	China	Initial ELEVATE	7/19/2017	B	1
7423	Capelli New York - Maurices	2067	Zhaoqing Master Fashion Accessories Co. Ltd	Active	"Block A2, No. 1 Industry Park"	"Mingying Industrial Zone, Lianhua Town, Dinghu District"	Zhaoqing	Guangdong	China	Initial ELEVATE	3/22/2017	C	1
1295	Carole Accessories Inc - Dressbarn	4615	"Qingdao Jooho Jewelry Co, Ltd"	Active	Qianshequ Chengyang		Chengyang Qu	Qingdao	China	Initial ELEVATE	7/15/2015	D	4
1264	Cass New York Inc - Dressbarn	2689	Nantong Jinfeixiang Garment Co. Ltd	Active	No.298 Zhaoxia Road	Tongzhou Development Zone	Nantong	Jiangsu	China	Follow-up 1 AGS Leah Socker	12/27/2016	F	0
9341	Casual Cool Inc./ Creative Worldwide - Maurices	4469	Elias Fashions	Active	1614 Summerfield St.		Ridgewood	NY	USA	Annual BSI	4/18/2016	~Empty	1
13294	Cavort Int'l Inc - Lane Bryant	3972	Duonai Shoes (China) Co. Ltd.	Active	"No.95 Feiunjiang Rd, Wenzhou Eco& Tech Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	3/16/2017	B	1
1450	CB Marketing - Dressbarn	5451	"Nanjing Sumec Chuangyuan Garment Co., Ltd."	Active	"Xinzhen Road, Hengliang Town"	Liuhe Economic	Nanjing	Jiangsu	China	Initial ELEVATE	6/6/2017	C	1
1450	CB Marketing - Dressbarn	5336	Nantong Yuyuan Fashion Co Ltd	Active	"Degao Road 8, Motou"		Rugao	Nantong	China	Initial BSI	3/28/2017	~Empty	1
1450	CB Marketing - Dressbarn	5085	"Shucheng GuoTai Hengfeng Garment Co., Ltd."	Active	GanChahe Town Industrial park Shucheng Count		Shucheng	Anhui	China	Initial BSI	7/13/2017	~Empty	1
13357	Cesoir Lingerie DBA Fashion Forms - Catherines	4816	Shirway Solutions	Active	YUETANG 3RD INDUSTRIAL	HENGI TOWN	DONGGUAN	GUANGDONG	China	Follow-up 2 AGS Leah Socker	10/11/2016	C	3
996810	"Changzhou Sanmin Textile Co, Ltd - Dressbarn"	3946	"Changzhou Tianshi Textile Co, Ltd"	Active	No.88 North Huashan Road	New District	Changzhou	Jiangsu	China	Annual ELEVATE	8/2/2016	C	1
139486	Charter Ventures Limited (AGSHK)	3760	"Century Miracle Apparel Manufacturing Co., Ltd"	Active	P.O. Box # 5	Al Hassan Industrial	Ramtha	Ramtha	Jordan	Annual ELEVATE	11/2/2016	B	1
139486	Charter Ventures Limited (AGSHK)	3975	Dongguan Quality Knitwear Limited	Active	"Shujiu Village, Changping Town"		Dongguan	Guangdong	China	Annual AGS Lisa Hou	6/16/2017	C	1
139486	Charter Ventures Limited (AGSSH)	3760	"Century Miracle Apparel Manufacturing Co., Ltd"	Active	P.O. Box # 5	Al Hassan Industrial	Ramtha	Ramtha	Jordan	Annual ELEVATE	11/2/2016	B	1
139486	Charter Ventures Limited (AGSSH)	3975	Dongguan Quality Knitwear Limited	Active	"Shujiu Village, Changping Town"		Dongguan	Guangdong	China	Annual AGS Lisa Hou	6/16/2017	C	1
7886	Chateau International Inc. - Maurices	3706	Jian Lin Handbag Company Ltd	Active	Dong Pu Road- 1St Floor Ding Shan Village		Dongguan	Guangdong	China	Annual ELEVATE	8/23/2016	B	1
163723	"Cherry Group Co., Ltd. (AGSHK)"	5388	Qingdao Cherry Fashion Co Ltd	Active	"No.23 East Xian Shan Road, Cheng Yang District"		Qingdao	Shandong	China	Initial AGS Lisa Hou	5/17/2017	B	1
50539	"Choon, Inc.  -  Maurices"	4866	"Anhui Yishijie Garment Co., Ltd"	Active	No 1&2 Standard Workshop	"Economic Development Zone, Dangshan County"	Suzhou	Anhui	China	Initial ELEVATE	7/3/2017	D	4
50539	"Choon, Inc.  -  Maurices"	3355	Hai Tuyen Export Garments Trading Producing Co. Ltd.	Active	"3/5 Ho Hoc Lam St, Ward 16, District 8"		Ho Chi Minh City	Ho Chi Minh	Vietnam	Follow-up 1 ELEVATE	3/9/2017	C	1
50539	"Choon, Inc.  -  Maurices"	4527	I Fashion S De Rl De CV	Active	BLVD AGUA AZUL#7025	COLONIA OBRERA	TIJUANA	BAJA CALIFORNIA	Mexico	Annual BSI	7/19/2017	~Empty	1
50539	"Choon, Inc.  -  Maurices"	4324	"Jiangsu Jiede Textile & Garment Co., Ltd"	Active	"RD Beihai, Binghai Industry Zone"	 Qidong Economic Development Area	Nantong	Jiangsu	China	Follow-up 2 ELEVATE	4/26/2016	C	1
50539	"Choon, Inc.  -  Maurices"	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
141898	Clover Group International Limited (AGSHK)	4337	Dongguan GoGo Garment Manufacturing Limited	Active	Xin Zhou Industrial District		Dongguan	Guangdong	China	Annual ELEVATE	8/29/2016	B	1
12091	CO International  INC - Catherines	3958	"Qingdao Kaibo Jewelry Co., Ltd"	Active	"Lianyi Street #33, Ligezhuang Town, Jiaozhou"		Qingdao	Shandong	China	Initial ELEVATE	7/23/2014	B	1
12091	CO International  INC - Catherines	3958	"Qingdao Kaibo Jewelry Co., Ltd"	Active	"Lianyi Street #33, Ligezhuang Town, Jiaozhou"		Qingdao	Shandong	China	Initial ELEVATE	7/23/2014	C	0
12091	CO International  INC - Lane Bryant	3958	"Qingdao Kaibo Jewelry Co., Ltd"	Active	"Lianyi Street #33, Ligezhuang Town, Jiaozhou"		Qingdao	Shandong	China	Initial ELEVATE	7/23/2014	B	1
12091	CO International  INC - Lane Bryant	3958	"Qingdao Kaibo Jewelry Co., Ltd"	Active	"Lianyi Street #33, Ligezhuang Town, Jiaozhou"		Qingdao	Shandong	China	Initial ELEVATE	7/23/2014	C	0
13377	Collection XIIX Ltd - Catherine's	4153	"Cixi Mingfa Hats Co., Ltd"	Active	"NO.373 Zhengdong Road Changhe Town, Cixi Ningbo"		Cixi	Zhejiang	China	Annual ELEVATE	11/16/2016	C	1
13377	Collection XIIX Ltd - Catherine's	3469	"Hangzhou Huasheng Scarves Mgf Co., Ltd."	Active	279 Yangtang Road	Tonglu Town	Hangzhou	Zhejiang	China	Initial ELEVATE	6/15/2017	C	1
13377	Collection XIIX Ltd - Catherine's	2445	"Hangzhou Yutu Knitting Co., Ltd."	Active	"Long Fu Road 318, Heng Cun Town, Tong Lu County"		Hangzhou	Zhejiang	China	Annual ELEVATE	5/24/2017	C	1
13377	Collection XIIX Ltd - Catherine's	4635	Pankaj Mercantile	Active	101 Everest House	"6 Suren Road, Andheri East"	Mumbai	Maharashtra	India	Annual ELEVATE	8/12/2016	B	1
1501	Collection XIIX Ltd - Dressbarn	4153	"Cixi Mingfa Hats Co., Ltd"	Active	"NO.373 Zhengdong Road Changhe Town, Cixi Ningbo"		Cixi	Zhejiang	China	Annual ELEVATE	11/16/2016	C	1
1501	Collection XIIX Ltd - Dressbarn	3469	"Hangzhou Huasheng Scarves Mgf Co., Ltd."	Active	279 Yangtang Road	Tonglu Town	Hangzhou	Zhejiang	China	Initial ELEVATE	6/15/2017	C	1
1501	Collection XIIX Ltd - Dressbarn	4634	"Nantong Yanyang Handicraft Products Co., Ltd."	Active	"NO 184, East Jianghai Road"	Jue Gang Town	Nantong	Jiangsu	China	Follow-up 1 ELEVATE	12/11/2015	C	1
1501	Collection XIIX Ltd - Dressbarn	4635	Pankaj Mercantile	Active	101 Everest House	"6 Suren Road, Andheri East"	Mumbai	Maharashtra	India	Annual ELEVATE	8/12/2016	B	1
1501	Collection XIIX Ltd - Dressbarn	3434	Suzhou Tianguang Textiles Co Ltd	Active	" No.53 DongWu South Road Yingxi Industry Area, Wuzhong District"		Suzhou	Jiangsu	China	Annual ELEVATE	11/23/2016	C	2
13377	Collection XIIX Ltd - Lane Bryant	4153	"Cixi Mingfa Hats Co., Ltd"	Active	"NO.373 Zhengdong Road Changhe Town, Cixi Ningbo"		Cixi	Zhejiang	China	Annual ELEVATE	11/16/2016	C	1
13377	Collection XIIX Ltd - Lane Bryant	3469	"Hangzhou Huasheng Scarves Mgf Co., Ltd."	Active	279 Yangtang Road	Tonglu Town	Hangzhou	Zhejiang	China	Initial ELEVATE	6/15/2017	C	1
13377	Collection XIIX Ltd - Lane Bryant	2445	"Hangzhou Yutu Knitting Co., Ltd."	Active	"Long Fu Road 318, Heng Cun Town, Tong Lu County"		Hangzhou	Zhejiang	China	Annual ELEVATE	5/24/2017	C	1
72140	Comint Apparel - Maurices	4376	"Haiyan Yibo Leather Garment Co., Ltd."	Active	"Yandong Cun, Wuyuan Town, Haiyan County"		Jiaxing	Zhejiang	China	Initial ELEVATE	4/27/2015	D	4
72140	Comint Apparel - Maurices	3503	Jiaxing Qiselang Garment Co Ltd	Active	"Haiyan Yandong Village, Jiaxing, Zhejiang"		Jiaxing	Zhejiang	China	Annual ELEVATE	1/4/2017	C	2
72140	Comint Apparel - Maurices	4380	"Jiaxing Realm Garment Fashion Co.,Ltd"	Active	"NO.619, Shuanglong RD, Xinfeng Town, Nanhu District"		Jiaxing	Zhejiang	China	Initial ELEVATE	4/21/2015	D	4
91445	Comint Apparel Group LLC - Catherines	4376	"Haiyan Yibo Leather Garment Co., Ltd."	Active	"Yandong Cun, Wuyuan Town, Haiyan County"		Jiaxing	Zhejiang	China	Initial ELEVATE	4/27/2015	D	4
70267	Conair Corporation - Justice	3398	Dongguan Jin Du Electronic Technology Co Ltd	Active	"No. 42, Feng Qing Road, Feng Huang Gang"		Dongguan	Guangdong	China	Initial ELEVATE	6/25/2015	C	1
70267	Conair Corporation - Justice	3645	Sun Luen Electrical Mfg.Co.Ltd	Active	Sun Luen Road	"Qing Hu Tou, Tang Xia"	Dongguan	Guangdong	China	Annual BSI	9/5/2016	~Empty	1
996701	"Consolidated Shoe Co.,Ltd. - Dressbarn"	3627	Wenzhou Changfaxiang Shoes Ltd.	Active	No.16 Section of the Second Period	of the China Shoes Industrial Park	Wenzhou	Zhejiang	China	Annual AGS Carly Graves	6/20/2017	D	4
996701	"Consolidated Shoe Co.,Ltd. - Dressbarn"	3709	"Wenzhou Shuangjia Shoes Co., Ltd."	Active	"No.20, Tianzhushan Road, Economic & Technological Development Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	1/5/2017	D	2
996701	"Consolidated Shoe Co.,Ltd. - Dressbarn"	4073	"Zhejiang Zhongqiu Shoes Co., Ltd."	Active	No. 8 Fugui Road	Ouhai Sanxi Industrial	Wenzhou	Zhejiang	China	Initial BSI	7/17/2017	~Empty	1
53237	"Consolidated Shoe Co.,Ltd./ Trade Winds/Moda Shoe Ltd - Maurices"	3627	Wenzhou Changfaxiang Shoes Ltd.	Active	No.16 Section of the Second Period	of the China Shoes Industrial Park	Wenzhou	Zhejiang	China	Annual AGS Carly Graves	6/20/2017	D	4
53237	"Consolidated Shoe Co.,Ltd./ Trade Winds/Moda Shoe Ltd - Maurices"	3709	"Wenzhou Shuangjia Shoes Co., Ltd."	Active	"No.20, Tianzhushan Road, Economic & Technological Development Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	1/5/2017	D	2
53237	"Consolidated Shoe Co.,Ltd./ Trade Winds/Moda Shoe Ltd - Maurices"	4073	"Zhejiang Zhongqiu Shoes Co., Ltd."	Active	No. 8 Fugui Road	Ouhai Sanxi Industrial	Wenzhou	Zhejiang	China	Initial BSI	7/17/2017	~Empty	1
2365	"CP International, Corp. - Catherines"	3972	Duonai Shoes (China) Co. Ltd.	Active	"No.95 Feiunjiang Rd, Wenzhou Eco& Tech Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	3/16/2017	B	1
2365	"CP International, Corp. - Catherines"	5149	JinHu Qiangli Wired Tube Co. Ltd.	Active	Industrial Park of Dailou Town	Jinhu County	Huaian	Jiangsu	China	Annual ELEVATE	6/20/2017	D	4
2365	"CP International, Corp. - Catherines"	5402	Wenzhou Joint Shoes Co Ltd	Active	#2 Daziran Road		Wenzhou	Zhejiang	China	Initial ELEVATE	4/21/2017	D	4
1587	"CP International, Corp. - Dressbarn"	3972	Duonai Shoes (China) Co. Ltd.	Active	"No.95 Feiunjiang Rd, Wenzhou Eco& Tech Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	3/16/2017	B	1
1587	"CP International, Corp. - Dressbarn"	5149	JinHu Qiangli Wired Tube Co. Ltd.	Active	Industrial Park of Dailou Town	Jinhu County	Huaian	Jiangsu	China	Annual ELEVATE	6/20/2017	D	4
1587	"CP International, Corp. - Dressbarn"	5402	Wenzhou Joint Shoes Co Ltd	Active	#2 Daziran Road		Wenzhou	Zhejiang	China	Initial ELEVATE	4/21/2017	D	4
91201	"CP International, Corp. - Justice"	3972	Duonai Shoes (China) Co. Ltd.	Active	"No.95 Feiunjiang Rd, Wenzhou Eco& Tech Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	3/16/2017	B	1
91201	"CP International, Corp. - Justice"	5149	JinHu Qiangli Wired Tube Co. Ltd.	Active	Industrial Park of Dailou Town	Jinhu County	Huaian	Jiangsu	China	Annual ELEVATE	6/20/2017	D	4
91201	"CP International, Corp. - Justice"	5402	Wenzhou Joint Shoes Co Ltd	Active	#2 Daziran Road		Wenzhou	Zhejiang	China	Initial ELEVATE	4/21/2017	D	4
2365	"CP International, Corp. - Lane Bryant"	3972	Duonai Shoes (China) Co. Ltd.	Active	"No.95 Feiunjiang Rd, Wenzhou Eco& Tech Zone"		Wenzhou	Zhejiang	China	Annual ELEVATE	3/16/2017	B	1
2365	"CP International, Corp. - Lane Bryant"	5149	JinHu Qiangli Wired Tube Co. Ltd.	Active	Industrial Park of Dailou Town	Jinhu County	Huaian	Jiangsu	China	Annual ELEVATE	6/20/2017	D	4
2365	"CP International, Corp. - Lane Bryant"	5402	Wenzhou Joint Shoes Co Ltd	Active	#2 Daziran Road		Wenzhou	Zhejiang	China	Initial ELEVATE	4/21/2017	D	4
