Vendor ID	Vendor	Factory ID	Factory Name	Factory Status	Factory Address 1	Factory Address 2	Factory City	Factory State-province	Factory Country	Activity Type	S: Date	Rating	Transparency
996753	Honour Services Ltd. - Dressbarn	4290	"Fuhua Shoes Co., Ltd"	Active	"NO.1 Alley 11, Xingxing Rd."	"Huangbu Town, Huidong County"	Huizhou	Guangdong	China	Follow-up 1 ELEVATE	9/1/2015	F	2
996753	Honour Services Ltd. - Dressbarn	3869	Xiamen Shine Lead Ind Co.Ltd	Active	"1021 Xiang Bei Road, Wuxing Village, Ma Xiang Town, Xiangan District"		Xiamen	Fujian	China	Annual AGS Leah Socker	5/26/2016	D	4
996753	Honour Services Ltd. - Dressbarn	2304	"Zhi Xin Shoes Co.,Ltd"	Active	"#7 Eastern Road, Chen Wu"		Dongguan	Guangdong	China	Annual ELEVATE	6/15/2017	F	1
164134	Hop Lun (Hong Kong) Ltd (AGSHK)	5509	He Yuan Hop Lun Fashion Ltd.	Active	"No.4 Technical Road, Hi-Tech Industrial Zone"		He Yuan	Guangdong	China	Initial AGS Lisa Hou	7/4/2017	C	1
70182	Horizon Imports - Justice	3027	"Jiaxing Great Socks Co., LTD."	Active	No. 256 Xiuzhuang Road		Jiaxing	Zhejiang	China	Follow-up BSI	9/16/2016	~Empty	2
76231	"Hot Focus, Inc. - Justice"	4239	"Shanghai Wenhao Printing Co., Ltd"	Active	"Jinhui Industrial Park No. 565 Jiangting Road, Fengxian District."		Shanghai		China	Annual ELEVATE	3/15/2017	C	2
121536	"HSR Apparel Group, Inc. - Dressbarn"	4536	M/S Creation	Active	"A-86, Sector 5"		Noida	U.P.	India	Annual ELEVATE	10/5/2016	D	4
996525	Hualey Knitwears Ltd.  - Dressbarn	5103	"Elegant Garment MFG Co., Ltd."	Active	"4/6B, Alley 4, Xuan Thoi Son Commune, Hoc Mon District"		Ho Chi Minh		Vietnam	Annual ELEVATE	7/26/2017	C	2
141881	Hung Fung Macao Commerical (AGSHK)	4307	"Hung Kiu (Vietnam) Garment Mfg. Co., Ltd"	Active	DT743 Binh Phuoc B	Binh Chuan Ward	Thuan An	Binh Duong	Vietnam	Annual AGS Lisa Hou	1/6/2017	B	1
141881	Hung Fung Macao Commerical (AGSHK)	1231	Hung Wah ( Cambodia ) Garment Mnt Co Ltd.	Active	"Trapeang Kleong Village, Sangkat Chom Chao, Khan Por Senchey"		Phnom Penh		Cambodia	Annual ELEVATE	9/12/2016	D	1
141153	Impact Studios Ltd  -  Maurices	5451	"Nanjing Sumec Chuangyuan Garment Co., Ltd."	Active	"Xinzhen Road, Hengliang Town"	Liuhe Economic	Nanjing	Jiangsu	China	Initial ELEVATE	6/6/2017	C	1
141153	Impact Studios Ltd  -  Maurices	5085	"Shucheng GuoTai Hengfeng Garment Co., Ltd."	Active	GanChahe Town Industrial park Shucheng Count		Shucheng	Anhui	China	Initial BSI	7/13/2017	~Empty	1
141153	Impact Studios Ltd  -  Maurices	4182	"Zhejiang Xinxing Knitting Dress Co.,Ltd"	Active	Sunchen Jiyang sereet		Zhuji	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
91293	Impo International LLC	3804	"Zhejiang Lilies Shoes Co., Ltd."	Active	"No.88 Yongjiang Road, Wenzhou Eco.&Tech Development Area."		Wenzhou	Zhejiang	China	Annual AGS Carly Graves	6/21/2017	C	1
4216	"Incity Apparel, LLC - Dressbarn"	4182	"Zhejiang Xinxing Knitting Dress Co.,Ltd"	Active	Sunchen Jiyang sereet		Zhuji	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
73253	Innovative Creative Solutions - Justice	2140	"Green Vina Co., Ltd"	Active	"Binh Dang Quarter, Binh Hoa Ward"	Thuan An Town	-	Binh Duong	Vietnam	Annual AGS Lisa Hou	5/8/2017	C	1
13271	INT S.A. - Catherines	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
13271	INT S.A. - Catherines	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
13271	INT S.A. - Lane Bryant	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
13271	INT S.A. - Lane Bryant	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
155209	INT S.A. - Maurices 	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
155209	INT S.A. - Maurices 	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
13284	INT Trading USA LLC - Catherines	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
13284	INT Trading USA LLC - Lane Bryant	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
13284	INT Trading USA LLC - Lane Bryant	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
91430	INT Trading USA LLC - Maurices	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
91430	INT Trading USA LLC - Maurices	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
91430	"INT Trading USA, LLC - Justice"	2031	INT  S.A.	Active	KM 16.5 Carretera A San Juan Sacatepequez	"Condominio Industrial Mixco Norte, Bodegas 15/16/17"	Guatemala		Guatemala	Annual AGS Carly Graves	7/10/2017	A	1
91430	"INT Trading USA, LLC - Justice"	4295	Jina Textiles S A.	Active	1a calle 1-80 zona1 Villa Nueva		Guatemala		Guatemala	Annual BSI	1/17/2017	~Empty	1
72084	International Arrivals - Justice	2915	Pioneer Industrial Corp.	Active	"No.9, Chung Hsing Rd., Tou-Cheng Industrial Park, New Taipei City"		New Taipei	Taiwan	Taiwan	X_Follow-up 1 AGS Rachel Hoffman	9/10/2015	B	1
72084	International Arrivals - Justice	2947	Zhejiang Yiwu Kebiao Pen Making Co. Ltd	Active	No.757 Chengdian South Road	Economic Development Zone	Yiwu	Zhejiang	China	Initial ELEVATE	6/1/2015	C	3
165899	International Trading Services Ltd (AGSHK)	5052	International Trading Services Ltd.	Active	Civil Engineers City	"Jarun, Konabari, Gazipur Sadar"	Gazipur		Bangladesh	Initial ELEVATE	7/26/2016	C	1
66835	"Iscream a division of The Mines Press,Inc - Justice"	3428	"Dongguan TongTong Bags & Apparel Co., Ltd"	Active	"3/F, No. 1, Nanzhen Industrial Estate, Station Road"	"Baisha Community, Humen Town"	Dongguan	Guangdong	China	Follow-up 2  AGS Lisa Hou	1/5/2017	C	2
5644	"J&F Design,Inc/Next Generation - Lane Bryant"	2269	"Ningbo Brother Apparel Co.,Ltd"	Active	"No.20 Yanqu Road,Industrial Park,XiangShan"		Ningbo	Zhejiang	China	Follow-up 1 AGS Lisa Hou	4/11/2017	C	1
5644	"J&F Design,Inc/Next Generation - Lane Bryant"	4033	Ningbo Zhenhai Eliel Garment Co	Active	No 189 Dongming Rd. Jiaochuan Sub- District Ningbo Zhejang		Ningbo	Zhejiang	China	Annual ELEVATE	6/28/2016	C	2
5644	"J&F Design,Inc/Next Generation - Lane Bryant"	4030	Textiles Rushanyan S.A. De C.V	Active	Topacio # 526 Fracc Valle Dorado		Ensenada	Baja California	Mexico	Initial ELEVATE	6/22/2017	C	1
23735	"J&F Design,Inc/Next Generation - Maurices"	2269	"Ningbo Brother Apparel Co.,Ltd"	Active	"No.20 Yanqu Road,Industrial Park,XiangShan"		Ningbo	Zhejiang	China	Follow-up 1 AGS Lisa Hou	4/11/2017	C	1
23735	"J&F Design,Inc/Next Generation - Maurices"	4033	Ningbo Zhenhai Eliel Garment Co	Active	No 189 Dongming Rd. Jiaochuan Sub- District Ningbo Zhejang		Ningbo	Zhejiang	China	Annual ELEVATE	6/28/2016	C	2
23735	"J&F Design,Inc/Next Generation - Maurices"	4030	Textiles Rushanyan S.A. De C.V	Active	Topacio # 526 Fracc Valle Dorado		Ensenada	Baja California	Mexico	Initial ELEVATE	6/22/2017	C	1
4552	"J. Kenrich, Inc. - Dressbarn"	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
4552	"J. Kenrich, Inc. - Dressbarn"	1243	"Samdeuk, S.A."	Active	Km. 7 Ruta Atlantico Zona18		Guatemala		Guatemala	Annual ELEVATE	7/12/2017	C	1
12140	J.R. Nites - Catherines	1120	Tien Tien Garment Import & Export Co.	Active	234 Section 6	Ward 9	My Tho	Tien Giang	Vietnam	Follow-up 1 ELEVATE	7/25/2016	C	1
4563	Jade Apparel Inc - Dressbarn	1020	"Hung Thinh Vina Garment Co., Ltd"	Active	"E5 Ich Thanh STR., Truong Thanh, Ward Dist 9"		Ho Chi Minh		Vietnam	Follow-up 1 AGS Lisa Hou	3/31/2017	C	1
4563	Jade Apparel Inc - Dressbarn	5105	"Woogwang Vina Co., Ltd."	Active	"Lot B25-B26, Road B3, Xuan Thoi Son Industrial Complex"	"Xuan Thoi Son Ward, Hoc Mon District"	Ho Chi Minh		Vietnam	Annual BSI	7/4/2017	~Empty	1
139559	Jade Apparel Inc - Maurices	1020	"Hung Thinh Vina Garment Co., Ltd"	Active	"E5 Ich Thanh STR., Truong Thanh, Ward Dist 9"		Ho Chi Minh		Vietnam	Follow-up 1 AGS Lisa Hou	3/31/2017	C	1
139559	Jade Apparel Inc - Maurices	5105	"Woogwang Vina Co., Ltd."	Active	"Lot B25-B26, Road B3, Xuan Thoi Son Industrial Complex"	"Xuan Thoi Son Ward, Hoc Mon District"	Ho Chi Minh		Vietnam	Annual BSI	7/4/2017	~Empty	1
78034	Jade Marketing Group LLC - Maurices	4434	Fenghao Textile & Garment Co Ltd	Active	No. 33 Shapu Rd		"Zingtang Town, Zengcheng"	GUANGDONG	China	Follow-up 1 ELEVATE	9/16/2015	F	2
78034	Jade Marketing Group LLC - Maurices	2625	"Guangzhou Haoyuan Clothing Co., Ltd."	Active	"Guocun Developed Region,Ningxi, Xintang Town, Zengcheng"		Guangzhou	Guangdong	China	Annual ELEVATE	6/27/2016	C	1
78034	Jade Marketing Group LLC - Maurices	5317	"Guangzhou Xiluo Garment Co,.Ltd"	Active	"No.2, Niuzaicheng Road 3,Xintang town"	Zengcheng	Guangzhou	Guangdong	China	Initial AGS Lisa Hou	12/20/2016	B	1
74353	"Jay Franco And Sons, Inc. - Justice"	2668	Animal Magic Asia Limited	Active	"Zengbu, Chashan Town"		Dong Guan	Guangdong	China	Follow-up 1 ELEVATE	1/8/2016	D	1
74353	"Jay Franco And Sons, Inc. - Justice"	3941	"Danyang Ruifeng Outdoor Products Co., Ltd."	Active	"Junning Xi Road, Yunke Town"		Danyang	Jiangsu	China	X_Initial AGS Rachel Hoffman	12/9/2015	B	1
12912	JBDC LLC dba Joni B - Catherines	4419	Richina Apparel manufacture HZ LD	Active	Building 2 No.13 Hongpu North Road	"Chaoyang Industrial Zone, Yuhang District"	Hangzhou	ZheJiang	China	Annual BSI	8/18/2016	~Empty	4
10602	JBS LTD - Catherines	3872	Karna Apparel Pvt. Ltd.	Active	"SDF# E-1, 2, 5 & 6, N.S.E.Z.,"	"PHASE-II,"	NOIDA	UTTAR PRADESH	India	Annual ELEVATE	9/20/2016	C	1
1134	JBS LTD - Dressbarn	5495	Crystal Night Fashion Inc.	Active	140 58th Street 4B		Brooklyn	NY	USA	Initial AGS Leah Socker	6/23/2017	B	1
1134	JBS LTD - Dressbarn	4357	Dial Apparel Inc	Active	1425 37th street 4 F/L		Brooklyn	New York	USA	Initial AGS Leah Socker	6/28/2017	A	1
1134	JBS LTD - Dressbarn	3872	Karna Apparel Pvt. Ltd.	Active	"SDF# E-1, 2, 5 & 6, N.S.E.Z.,"	"PHASE-II,"	NOIDA	UTTAR PRADESH	India	Annual ELEVATE	9/20/2016	C	1
1134	JBS LTD - Dressbarn	4584	PT. Sari Warna Asli Textile Industry	Active	Jl. HOS. Cokroaminoto	No. 28 Pucangsawit Jebres	Surakarta	Central Java	Indonesia	Follow-up 1 ELEVATE	2/22/2017	C	1
141889	JD United Manufacturing (AGSHK)	4088	Changzhou Tooku Garment Co Ltd branch the whole package factory	Active	No.2 Jinghu Road	New North District	Changzhou	Jiangsu	China	Follow-up 1 AGS Leah Socker	3/23/2017	D	1
79652	Jelly Pop Shoes/Evolution Design Lab - Maurices	3472	"(Xi Hua) Kai Hong Shoes Co., Ltd"	Active	NVWA Boulevard Dong Industrial Zone	Xihua County	Zhoukou	Henan	China	Annual ELEVATE	6/27/2017	C	1
79652	Jelly Pop Shoes/Evolution Design Lab - Maurices	2685	"Putian City Hanjiang District Zhangsheng Shoes co., LTD"	Active	"Xinfeng Village, Wutang Town,Hanjiang District Putian City"		Putian	Fujian	China	Initial AGS Lisa Hou	8/10/2016	B	1
79652	Jelly Pop Shoes/Evolution Design Lab - Maurices	3426	Putian Yongxin Footwear Co Ltd	Active	"Huangshi Industrial Zone,"	"Huangshi Town, Licheng District"	Putian	Fujian	China	Annual ELEVATE	11/8/2016	B	1
161804	"Jiangsu Guotai International Group Guosheng Co., Ltd  (AGSSH)"	3763	"Jiangsu Guotai International Group Rugao Garment Co.,Ltd"	Active	"Hezhuang Cun, Yuanqiao Town"		Rugao	Jiangsu	China	Follow-up 1 ELEVATE	10/19/2016	B	1
161804	"Jiangsu Guotai International Group Guosheng Co., Ltd  (AGSSH)"	5053	"Shuyang Lida Garment Co., Ltd."	Active	Wuqian Industrial Park		Shuyang	Jiangsu	China	Annual ELEVATE	6/6/2017	B	1
161804	"Jiangsu Guotai International Group Guosheng Co., Ltd (AGSHK)"	3763	"Jiangsu Guotai International Group Rugao Garment Co.,Ltd"	Active	"Hezhuang Cun, Yuanqiao Town"		Rugao	Jiangsu	China	Follow-up 1 ELEVATE	10/19/2016	B	1
161804	"Jiangsu Guotai International Group Guosheng Co., Ltd (AGSHK)"	5053	"Shuyang Lida Garment Co., Ltd."	Active	Wuqian Industrial Park		Shuyang	Jiangsu	China	Annual ELEVATE	6/6/2017	B	1
157268	Jiangsu Guotai Litian Enterprises (AGSHK)	3757	"Changzhou Xinchao Garment Co., Ltd."	Active	"No. 12 North Yang Road, Tianning Development Zone"		Changzhou	Jiangsu	China	Initial AGS Lisa Hou	5/24/2017	B	1
157268	Jiangsu Guotai Litian Enterprises (AGSHK)	4827	"Henan Guotai Hengguang Apparel Co., Ltd."	Active	"999 Ping Qiao Avenue, Industry Cluster"	PingQiao Industrial Park	Xinyang	Henan	China	Annual AGS Lisa Hou	6/12/2017	C	1
996827	"Jiaxing BYB Garments Co., Ltd.. - Dressbarn"	5080	"Jiaxing BYB Garments Co., Ltd."	Active	"No. 670 Dade Road, Xiuzhou District"		Jiaxing	Zhejiang	China	Initial ELEVATE	6/27/2016	C	2
4718	JNJ APPAREL INC. - Dressbarn	4478	"Shinwoo Fashion Phils, Inc"	Active	BS Cruz Bldg. Bo. Road Tayuman		Binangonan	Rizal	Philippines	Follow-up 1 ELEVATE	7/19/2016	B	1
53629	JNJ APPAREL INC. - Maurices	4478	"Shinwoo Fashion Phils, Inc"	Active	BS Cruz Bldg. Bo. Road Tayuman		Binangonan	Rizal	Philippines	Follow-up 1 ELEVATE	7/19/2016	B	1
3026	Junior Gallery - Dressbarn	3667	Haiyan Honglida Garment Co Ltd	Active	"Dongxi road,Yantong town,Haiyan,Zhejiang"		Haiyan	Zhejiang	China	Follow-up 1 ELEVATE	3/10/2017	C	1
3026	Junior Gallery - Dressbarn	3503	Jiaxing Qiselang Garment Co Ltd	Active	"Haiyan Yandong Village, Jiaxing, Zhejiang"		Jiaxing	Zhejiang	China	Annual ELEVATE	1/4/2017	C	2
4780	"Just For Wraps, Inc. - Dressbarn"	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
5119	JUVEN'S INC - Dressbarn	5183	"Huzhou Fleet Fashion Garment Co., Ltd "	Active	#155 QingYun road		Huzhou	Zhejiang	China	Follow-up 1 ELEVATE	10/17/2016	C	2
165	Kahn Lucas Lancaster - Justice	5265	Hong Duong International Company LTD	Active	N. 19 National Highway 1A Hamlet5	"My Yen Commune, Ben Luc District,"	Ben Luc District	Long An	Vietnam	Initial ELEVATE	12/2/2016	A	1
75825	Kash Apparel - Maurices	4767	"Jiangyin Jetex Garments Co., Ltd"	Active	No.6 Jing Nan Road Nan Zha Street		Jianyin	Jiangsu	China	Initial ELEVATE	6/21/2017	C	1
75825	Kash Apparel - Maurices	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
87659	Kellwood  -  Maurices	1804	Changshu Tongying Fashion Co.Ltd.	Active	"Shiqiao Village,Meili Town"		Changshu	Jiangsu	China	Annual ELEVATE	6/29/2017	C	1
87659	Kellwood  -  Maurices	3763	"Jiangsu Guotai International Group Rugao Garment Co.,Ltd"	Active	"Hezhuang Cun, Yuanqiao Town"		Rugao	Jiangsu	China	Follow-up 1 ELEVATE	10/19/2016	B	1
87659	Kellwood  -  Maurices	4937	"Jiangyin Jinge Garment Co., Ltd."	Active	15 Wanfu Rd.	Zhutang	Jiangyin	Jiangsu	China	Annual ELEVATE	6/12/2017	C	2
87659	Kellwood  -  Maurices	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
87659	Kellwood  -  Maurices	4771	"Jiangyin Yarui Garment Co., Ltd"	Active	"No. 21 Xiwen Road, Wen Lin"	Zhutang Town	Jiangyin	Jiangsu	China	Annual ELEVATE	5/25/2017	C	2
87659	Kellwood  -  Maurices	5398	Jiaxing To-max Textile Co Ltd	Active	No.826 South of Qing Feng Road	Tongxing Economic Development Zone	Jiaxing	Zhejiang	China	Initial ELEVATE	5/3/2017	C	3
87659	Kellwood  -  Maurices	3822	Sam Sol S.A.	Active	Km. 37.5 Carretera Interamericana	"Zona 6 De Mixco, Santiago de Sacatepequez"	Mixco		Guatemala	Initial ELEVATE	1/12/2016	C	1
87659	Kellwood  -  Maurices	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
87659	Kellwood  -  Maurices	2745	"Yancheng Irid Garment Co.,Ltd"	Active	"No.65 South Wengang Road, South Zone"		Yancheng	Jiangsu	China	Annual AGS Lisa Hou	4/11/2017	B	1
87659	Kellwood  -  Maurices	3824	"Zhangjiagang Tropical Garment Manufactory Co.,Ltd"	Active	No.12 Changxing Road	Zhangjiagang City	Suzhou	Jiangsu	China	Follow-up 1 AGS Carly Graves	12/3/2015	B	1
87659	Kellwood  -  Maurices	4182	"Zhejiang Xinxing Knitting Dress Co.,Ltd"	Active	Sunchen Jiyang sereet		Zhuji	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
4865	Kellwood - Dressbarn	3763	"Jiangsu Guotai International Group Rugao Garment Co.,Ltd"	Active	"Hezhuang Cun, Yuanqiao Town"		Rugao	Jiangsu	China	Follow-up 1 ELEVATE	10/19/2016	B	1
4865	Kellwood - Dressbarn	4937	"Jiangyin Jinge Garment Co., Ltd."	Active	15 Wanfu Rd.	Zhutang	Jiangyin	Jiangsu	China	Annual ELEVATE	6/12/2017	C	2
4865	Kellwood - Dressbarn	1895	"Jiangyin Taidi Garments Co., Ltd."	Active	"No. 59 Dingshan Road, Hi-tech Industrial Park,"	"Jiangyin Economic Development Area,"	Jiangyin	Jiangsu	China	Follow-up 1 ELEVATE	7/27/2016	C	1
4865	Kellwood - Dressbarn	4771	"Jiangyin Yarui Garment Co., Ltd"	Active	"No. 21 Xiwen Road, Wen Lin"	Zhutang Town	Jiangyin	Jiangsu	China	Annual ELEVATE	5/25/2017	C	2
4865	Kellwood - Dressbarn	5398	Jiaxing To-max Textile Co Ltd	Active	No.826 South of Qing Feng Road	Tongxing Economic Development Zone	Jiaxing	Zhejiang	China	Initial ELEVATE	5/3/2017	C	3
4865	Kellwood - Dressbarn	3822	Sam Sol S.A.	Active	Km. 37.5 Carretera Interamericana	"Zona 6 De Mixco, Santiago de Sacatepequez"	Mixco		Guatemala	Initial ELEVATE	1/12/2016	C	1
4865	Kellwood - Dressbarn	3075	Viet My Export Garment Co. Ltd.	Active	"27 Do Van Day, Tan Thoi Nhat Ward"	Hoc Mon District	Hochiminh		Vietnam	Annual AGS Lisa Hou	7/19/2017	C	1
4865	Kellwood - Dressbarn	2745	"Yancheng Irid Garment Co.,Ltd"	Active	"No.65 South Wengang Road, South Zone"		Yancheng	Jiangsu	China	Annual AGS Lisa Hou	4/11/2017	B	1
4865	Kellwood - Dressbarn	3824	"Zhangjiagang Tropical Garment Manufactory Co.,Ltd"	Active	No.12 Changxing Road	Zhangjiagang City	Suzhou	Jiangsu	China	Follow-up 1 AGS Carly Graves	12/3/2015	B	1
4865	Kellwood - Dressbarn	4182	"Zhejiang Xinxing Knitting Dress Co.,Ltd"	Active	Sunchen Jiyang sereet		Zhuji	Zhejiang	China	Annual ELEVATE	6/19/2017	C	1
91343	Kelly Grace - Lane Bryant	4302	Hung Yen Garment Corporation - JSC	Active	No.8 Bach Dang Street	Minh Khai Ward	(none)	Hung Yen Province	Vietnam	Annual ELEVATE	3/30/2017	D	4
91343	Kelly Grace - Lane Bryant	5398	Jiaxing To-max Textile Co Ltd	Active	No.826 South of Qing Feng Road	Tongxing Economic Development Zone	Jiaxing	Zhejiang	China	Initial ELEVATE	5/3/2017	C	3
996731	"Kenth Productions, LLC - Dressbarn"	4496	"Dongguan Maynalisa Footwear Co., Ltd."	Active	"No.1, Jinshun Rord, 2nd Industrial Zone,"	"Huangang Village, Houjie"	Dongguan	Guangdong	China	Initial ELEVATE	5/26/2015	C	1
996204	King Ah Knitting Factory - Dressbarn	4714	Dongguan Tangxia  King Tai Knitting Factory Co. Ltd	Active	"0002, Da Ping Guan Li Qu,"	Tangxia Zhen	Dongguan	Guangdong	China	Initial ELEVATE	3/8/2017	C	1
13292	Komar Intimates - Catherines	4310	Bratex (Pvt) Ltd	Active	"Ring Road 1, I.P.Z, Katunayake"		Katunayake		Sri Lanka	Follow-up 1 ELEVATE	1/25/2016	C	1
5032	Krazy Kat Sportswear LLC - Dressbarn	4866	"Anhui Yishijie Garment Co., Ltd"	Active	No 1&2 Standard Workshop	"Economic Development Zone, Dangshan County"	Suzhou	Anhui	China	Initial ELEVATE	7/3/2017	D	4
5032	Krazy Kat Sportswear LLC - Dressbarn	5188	Hangzhou Evertextile Co Ltd	Active	"3rd Floor, 2nd Building, No. 14 Xinyuan Road"	Qiaosi District	Hangzhou	Zhejiang	China	Follow-up 1 ELEVATE	12/29/2016	C	2
5032	Krazy Kat Sportswear LLC - Dressbarn	5375	"Hangzhou Fangyulan Textile  Co., Ltd."	Active	"3/F No.3, QinShanXia Community. XinTang Street ,XiaoShan"		Hangzhou	Zhejiang	China	Annual ELEVATE	6/8/2017	C	1
5032	Krazy Kat Sportswear LLC - Dressbarn	4479	S.P. Garments	Active	"NO 11 Perambur High Road,Perambur"		Chennai	Tamilnadu	India	Initial BSI	1/12/2017	~Empty	2
5032	Krazy Kat Sportswear LLC - Dressbarn	5085	"Shucheng GuoTai Hengfeng Garment Co., Ltd."	Active	GanChahe Town Industrial park Shucheng Count		Shucheng	Anhui	China	Initial BSI	7/13/2017	~Empty	1
5032	Krazy Kat Sportswear LLC - Dressbarn	5122	"Suzhou Gongchuang Textile Garment Co.,Ltd"	Active	"2nd floor, Building 5, No. 22 Xingnan Road"	Wuzhong District	Suzhou	Jiangsu	China	Follow-up 2  AGS Lisa Hou	4/18/2017	C	2
18850	Krazy Kat Sportswear LLC - Maurices	5447	"DeQing Boyuan Clothing Co., Ltd"	Active	"Gaolinyongxing Xinshi town ,Deqing county"		Huzhou	Zhejiang	China	Initial AGS Leah Socker	7/18/2017	D	2
18850	Krazy Kat Sportswear LLC - Maurices	4635	Pankaj Mercantile	Active	101 Everest House	"6 Suren Road, Andheri East"	Mumbai	Maharashtra	India	Annual ELEVATE	8/12/2016	B	1
18850	Krazy Kat Sportswear LLC - Maurices	4479	S.P. Garments	Active	"NO 11 Perambur High Road,Perambur"		Chennai	Tamilnadu	India	Initial BSI	1/12/2017	~Empty	2
18850	Krazy Kat Sportswear LLC - Maurices	5085	"Shucheng GuoTai Hengfeng Garment Co., Ltd."	Active	GanChahe Town Industrial park Shucheng Count		Shucheng	Anhui	China	Initial BSI	7/13/2017	~Empty	1
509	"KWDZ Manufacturing, LLC - Justice"	4583	"Jiangyin Wisetex Garment Co., Ltd."	Active	"No. 18 Xingxiang Road, Zhutang Town"		Jiangyin	Jiangsu	China	Annual ELEVATE	6/22/2017	D	4
68731	LA MAMBA LLC. - Maurices	4527	I Fashion S De Rl De CV	Active	BLVD AGUA AZUL#7025	COLONIA OBRERA	TIJUANA	BAJA CALIFORNIA	Mexico	Annual BSI	7/19/2017	~Empty	1
1579	Land N Sea - Dressbarn	4200	Bando Fashion SA	Active	"Km. 16.5 Carretera San Juan Sacatepequez, Condominio Mixco Norte bodega B1"		Mixco		Guatemala	Annual AGS Leah Socker	7/19/2017	F	1
1579	Land N Sea - Dressbarn	4322	Cong Ty Tnhh TM & DV Cam Hoang	Active	"Cam Hoa, Cam Tu"	Cam Thuy	Thanh Hoa		Vietnam	Annual BSI	9/5/2016	~Empty	1
1579	Land N Sea - Dressbarn	5439	"Kunshan Transcend Garment Co., Ltd."	Active	No.18 South Xinxing Road	Economic - technological development area	Kunshan	Jiangsu	China	Initial ELEVATE	5/16/2017	C	2
1579	Land N Sea - Dressbarn	4206	"Soto Co., Ltd."	Active	Tien Trang Tourist and Industrial Zone	Quang Loi VillageQuang Loi Village	Thanh Hoa		Vietnam	Annual BSI	4/19/2016	~Empty	1
13388	Le Hook Rouge LLC - Lane Bryant	4662	"Zhangjiagang Jinxing Garment Co., Ltd"	Active	No.1 Zhangqin Cun	Yangshe Town	Zhangjiagang	Jiangsu	China	Annual AGS Lisa Hou	5/12/2017	B	1
65823	Lee & Co. Ltd. (AGSK)	1953	Lee & Vina Co. Ltd	Active	"Hoa Lan, Thuan Giao"		Thuan An	Binh Duong	Vietnam	Annual BSI	8/16/2016	~Empty	1
